Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Time Slot
3477,City,161.0,Trip Completed,2016-07-13 17:18:05,2016-07-13 18:09:59,17,Evening
4371,City,161.0,Trip Completed,2016-07-14 07:34:57,2016-07-14 08:24:33,7,Early Morning
445,City,162.0,Trip Completed,2016-07-11 09:06:00,2016-07-11 10:05:00,9,Morning
1100,Airport,162.0,Trip Completed,2016-07-11 20:10:00,2016-07-11 20:52:00,20,Evening
1961,City,162.0,Trip Completed,2016-07-12 11:53:00,2016-07-12 12:27:00,11,Morning
3215,Airport,162.0,Trip Completed,2016-07-13 09:49:32,2016-07-13 10:57:30,9,Morning
3997,Airport,162.0,Trip Completed,2016-07-13 23:36:23,2016-07-14 00:22:26,23,Night
4385,City,162.0,Trip Completed,2016-07-14 07:51:59,2016-07-14 08:24:08,7,Early Morning
4736,City,162.0,Trip Completed,2016-07-14 14:31:20,2016-07-14 15:50:58,14,Afternoon
5291,Airport,162.0,Trip Completed,2016-07-14 21:48:06,2016-07-14 22:45:23,21,Night
5350,City,162.0,Trip Completed,2016-07-14 22:52:35,2016-07-14 23:42:51,22,Night
5768,City,162.0,Trip Completed,2016-07-15 08:27:01,2016-07-15 09:30:13,8,Early Morning
675,City,163.0,Trip Completed,2016-07-11 13:24:00,2016-07-11 13:55:00,13,Afternoon
1996,Airport,163.0,Trip Completed,2016-07-12 12:57:00,2016-07-12 14:06:00,12,Afternoon
2510,City,163.0,Trip Completed,2016-07-12 21:01:00,2016-07-12 21:50:00,21,Night
3969,Airport,163.0,Trip Completed,2016-07-13 22:58:22,2016-07-13 23:58:00,22,Night
4397,City,163.0,Trip Completed,2016-07-14 07:56:05,2016-07-14 08:57:30,7,Early Morning
5326,City,163.0,Trip Completed,2016-07-14 22:09:30,2016-07-14 23:13:16,22,Night
5987,City,163.0,Trip Completed,2016-07-15 11:42:14,2016-07-15 12:49:39,11,Morning
6152,Airport,163.0,Trip Completed,2016-07-15 16:15:34,2016-07-15 17:16:45,16,Afternoon
6317,City,163.0,Trip Completed,2016-07-15 18:35:57,2016-07-15 19:05:06,18,Evening
602,City,164.0,Trip Completed,2016-07-11 11:38:00,2016-07-11 12:57:00,11,Morning
981,City,164.0,Trip Completed,2016-07-11 19:01:00,2016-07-11 19:39:00,19,Evening
1317,Airport,164.0,Trip Completed,2016-07-11 22:57:00,2016-07-11 23:52:00,22,Night
2112,Airport,164.0,Trip Completed,2016-07-12 16:32:00,2016-07-12 17:03:00,16,Afternoon
2365,City,164.0,Trip Completed,2016-07-12 19:34:00,2016-07-12 20:12:00,19,Evening
2849,City,164.0,Trip Completed,2016-07-13 05:29:42,2016-07-13 06:34:27,5,Early Morning
4573,City,164.0,Trip Completed,2016-07-14 09:47:53,2016-07-14 10:47:05,9,Morning
5095,City,164.0,Trip Completed,2016-07-14 19:48:45,2016-07-14 20:55:36,19,Evening
741,Airport,165.0,Trip Completed,2016-07-11 15:39:00,2016-07-11 16:27:00,15,Afternoon
1873,City,165.0,Trip Completed,2016-07-12 09:59:00,2016-07-12 10:44:00,9,Morning
2134,Airport,165.0,Trip Completed,2016-07-12 17:14:00,2016-07-12 17:44:00,17,Evening
3461,Airport,165.0,Trip Completed,2016-07-13 17:04:19,2016-07-13 18:07:53,17,Evening
3711,Airport,165.0,Trip Completed,2016-07-13 19:47:15,2016-07-13 20:46:01,19,Evening
5001,Airport,165.0,Trip Completed,2016-07-14 18:59:05,2016-07-14 19:35:00,18,Evening
248,City,166.0,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:45:00,6,Early Morning
1321,Airport,166.0,Trip Completed,2016-07-11 23:01:00,2016-07-12 00:05:00,23,Night
1997,City,166.0,Trip Completed,2016-07-12 13:02:00,2016-07-12 13:57:00,13,Afternoon
2544,City,166.0,Trip Completed,2016-07-12 21:22:00,2016-07-12 21:51:00,21,Night
3863,City,166.0,Trip Completed,2016-07-13 21:44:48,2016-07-13 22:50:38,21,Night
4336,City,166.0,Trip Completed,2016-07-14 07:14:05,2016-07-14 08:34:21,7,Early Morning
4754,City,166.0,Trip Completed,2016-07-14 15:24:45,2016-07-14 16:18:25,15,Afternoon
6620,City,166.0,Trip Completed,2016-07-15 21:48:02,2016-07-15 22:36:08,21,Night
500,Airport,167.0,Trip Completed,2016-07-11 09:38:00,2016-07-11 10:12:00,9,Morning
1518,City,167.0,Trip Completed,2016-07-12 05:50:00,2016-07-12 06:38:00,5,Early Morning
3082,City,167.0,Trip Completed,2016-07-13 08:10:03,2016-07-13 08:50:37,8,Early Morning
3478,Airport,167.0,Trip Completed,2016-07-13 17:19:57,2016-07-13 17:53:56,17,Evening
4539,City,167.0,Trip Completed,2016-07-14 09:35:42,2016-07-14 10:46:02,9,Morning
4791,City,167.0,Trip Completed,2016-07-14 16:43:10,2016-07-14 17:32:58,16,Afternoon
5263,City,167.0,Trip Completed,2016-07-14 21:30:34,2016-07-14 21:59:26,21,Night
1679,City,168.0,Trip Completed,2016-07-12 07:46:00,2016-07-12 08:24:00,7,Early Morning
2276,Airport,168.0,Trip Completed,2016-07-12 18:38:00,2016-07-12 19:46:00,18,Evening
2747,Airport,168.0,Trip Completed,2016-07-13 03:17:00,2016-07-13 03:54:54,3,Late Night
3370,City,168.0,Trip Completed,2016-07-13 13:56:50,2016-07-13 14:56:07,13,Afternoon
3741,Airport,168.0,Trip Completed,2016-07-13 20:14:21,2016-07-13 21:21:35,20,Evening
4266,Airport,168.0,Trip Completed,2016-07-14 06:10:03,2016-07-14 06:56:04,6,Early Morning
5596,City,168.0,Trip Completed,2016-07-15 06:08:33,2016-07-15 06:51:04,6,Early Morning
5961,Airport,168.0,Trip Completed,2016-07-15 10:55:52,2016-07-15 11:54:35,10,Morning
6418,City,168.0,Trip Completed,2016-07-15 19:45:28,2016-07-15 20:22:56,19,Evening
759,City,169.0,Trip Completed,2016-07-11 16:16:00,2016-07-11 16:47:00,16,Afternoon
2524,Airport,169.0,Trip Completed,2016-07-12 21:09:00,2016-07-12 21:55:00,21,Night
2769,Airport,169.0,Trip Completed,2016-07-13 04:13:56,2016-07-13 05:06:39,4,Late Night
5071,Airport,169.0,Trip Completed,2016-07-14 19:30:33,2016-07-14 20:17:28,19,Evening
5287,City,169.0,Trip Completed,2016-07-14 21:46:45,2016-07-14 22:35:39,21,Night
33,Airport,170.0,Trip Completed,2016-07-11 02:17:00,2016-07-11 03:31:00,2,Late Night
2692,City,170.0,Trip Completed,2016-07-13 00:42:20,2016-07-13 01:40:54,0,Late Night
2835,City,170.0,Trip Completed,2016-07-13 05:19:47,2016-07-13 06:24:44,5,Early Morning
3122,Airport,170.0,Trip Completed,2016-07-13 08:37:13,2016-07-13 09:13:33,8,Early Morning
3465,City,170.0,Trip Completed,2016-07-13 17:12:20,2016-07-13 18:03:50,17,Evening
3857,City,170.0,Trip Completed,2016-07-13 21:34:05,2016-07-13 22:46:22,21,Night
4343,Airport,170.0,Trip Completed,2016-07-14 07:17:34,2016-07-14 08:07:51,7,Early Morning
4417,City,170.0,Trip Completed,2016-07-14 08:13:37,2016-07-14 09:07:38,8,Early Morning
5756,City,170.0,Trip Completed,2016-07-15 08:03:01,2016-07-15 08:51:47,8,Early Morning
5907,Airport,170.0,Trip Completed,2016-07-15 09:56:35,2016-07-15 11:04:43,9,Morning
699,Airport,171.0,Trip Completed,2016-07-11 14:02:00,2016-07-11 15:02:00,14,Afternoon
821,City,171.0,Trip Completed,2016-07-11 17:34:00,2016-07-11 17:57:00,17,Evening
2085,City,171.0,Trip Completed,2016-07-12 15:41:00,2016-07-12 16:27:00,15,Afternoon
2346,Airport,171.0,Trip Completed,2016-07-12 19:17:00,2016-07-12 20:04:00,19,Evening
2704,City,171.0,Trip Completed,2016-07-13 01:12:32,2016-07-13 01:58:09,1,Late Night
2901,Airport,171.0,Trip Completed,2016-07-13 06:04:24,2016-07-13 07:17:36,6,Early Morning
3475,City,171.0,Trip Completed,2016-07-13 17:19:55,2016-07-13 17:55:50,17,Evening
3743,Airport,171.0,Trip Completed,2016-07-13 20:19:50,2016-07-13 21:10:17,20,Evening
5209,Airport,171.0,Trip Completed,2016-07-14 20:58:21,2016-07-14 21:59:37,20,Evening
6674,Airport,171.0,Trip Completed,2016-07-15 22:25:32,2016-07-15 23:08:33,22,Night
714,City,172.0,Trip Completed,2016-07-11 14:28:00,2016-07-11 15:34:00,14,Afternoon
792,Airport,172.0,Trip Completed,2016-07-11 17:01:00,2016-07-11 17:44:00,17,Evening
1341,Airport,172.0,Trip Completed,2016-07-11 23:26:00,2016-07-12 00:06:00,23,Night
1745,City,172.0,Trip Completed,2016-07-12 08:22:00,2016-07-12 09:13:00,8,Early Morning
1971,City,172.0,Trip Completed,2016-07-12 12:08:00,2016-07-12 13:25:00,12,Afternoon
2632,City,172.0,Trip Completed,2016-07-12 22:19:00,2016-07-12 23:21:00,22,Night
2935,City,172.0,Trip Completed,2016-07-13 06:30:08,2016-07-13 07:01:42,6,Early Morning
3142,Airport,172.0,Trip Completed,2016-07-13 08:50:45,2016-07-13 09:59:05,8,Early Morning
4516,City,172.0,Trip Completed,2016-07-14 09:11:02,2016-07-14 09:57:19,9,Morning
4605,Airport,172.0,Trip Completed,2016-07-14 10:14:36,2016-07-14 11:25:20,10,Morning
5936,Airport,172.0,Trip Completed,2016-07-15 10:17:39,2016-07-15 11:04:32,10,Morning
6621,City,172.0,Trip Completed,2016-07-15 21:49:39,2016-07-15 22:30:22,21,Night
752,Airport,173.0,Trip Completed,2016-07-11 16:03:00,2016-07-11 17:08:00,16,Afternoon
1336,City,173.0,Trip Completed,2016-07-11 23:17:00,2016-07-11 23:52:00,23,Night
1836,Airport,173.0,Trip Completed,2016-07-12 09:37:00,2016-07-12 10:19:00,9,Morning
2447,Airport,173.0,Trip Completed,2016-07-12 20:24:00,2016-07-12 21:36:00,20,Evening
3517,Airport,173.0,Trip Completed,2016-07-13 17:46:30,2016-07-13 18:35:16,17,Evening
3831,Airport,173.0,Trip Completed,2016-07-13 21:16:33,2016-07-13 22:16:02,21,Night
4136,City,173.0,Trip Completed,2016-07-14 04:46:17,2016-07-14 05:21:42,4,Late Night
4700,Airport,173.0,Trip Completed,2016-07-14 13:08:15,2016-07-14 13:54:59,13,Afternoon
5484,City,173.0,Trip Completed,2016-07-15 04:54:59,2016-07-15 05:47:16,4,Late Night
5900,City,173.0,Trip Completed,2016-07-15 09:53:30,2016-07-15 10:44:45,9,Morning
6634,Airport,173.0,Trip Completed,2016-07-15 22:03:00,2016-07-15 22:44:41,22,Night
426,City,174.0,Trip Completed,2016-07-11 08:48:00,2016-07-11 09:53:00,8,Early Morning
1320,City,174.0,Trip Completed,2016-07-11 22:52:00,2016-07-12 00:06:00,22,Night
1588,City,174.0,Trip Completed,2016-07-12 06:32:00,2016-07-12 07:19:00,6,Early Morning
2375,Airport,174.0,Trip Completed,2016-07-12 19:38:00,2016-07-12 20:38:00,19,Evening
4411,Airport,174.0,Trip Completed,2016-07-14 08:09:40,2016-07-14 08:52:11,8,Early Morning
4769,Airport,174.0,Trip Completed,2016-07-14 15:42:35,2016-07-14 16:41:05,15,Afternoon
5149,City,174.0,Trip Completed,2016-07-14 20:27:10,2016-07-14 21:26:22,20,Evening
5659,City,174.0,Trip Completed,2016-07-15 07:03:49,2016-07-15 08:08:48,7,Early Morning
545,City,175.0,Trip Completed,2016-07-11 10:06:00,2016-07-11 10:42:00,10,Morning
778,City,175.0,Trip Completed,2016-07-11 16:39:00,2016-07-11 17:18:00,16,Afternoon
1289,City,175.0,Trip Completed,2016-07-11 22:26:00,2016-07-11 22:55:00,22,Night
1654,Airport,175.0,Trip Completed,2016-07-12 07:23:00,2016-07-12 08:06:00,7,Early Morning
1945,Airport,175.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:44:00,11,Morning
2460,City,175.0,Trip Completed,2016-07-12 20:29:00,2016-07-12 21:40:00,20,Evening
2877,Airport,175.0,Trip Completed,2016-07-13 05:49:52,2016-07-13 07:03:47,5,Early Morning
3264,City,175.0,Trip Completed,2016-07-13 10:21:04,2016-07-13 11:31:53,10,Morning
3927,City,175.0,Trip Completed,2016-07-13 22:22:46,2016-07-13 23:21:28,22,Night
5774,City,175.0,Trip Completed,2016-07-15 08:29:25,2016-07-15 09:22:31,8,Early Morning
923,City,176.0,Trip Completed,2016-07-11 18:26:00,2016-07-11 19:37:00,18,Evening
1439,City,176.0,Trip Completed,2016-07-12 04:45:00,2016-07-12 05:19:00,4,Late Night
2130,City,176.0,Trip Completed,2016-07-12 17:04:00,2016-07-12 17:46:00,17,Evening
2797,City,176.0,Trip Completed,2016-07-13 04:53:36,2016-07-13 06:07:10,4,Late Night
3135,Airport,176.0,Trip Completed,2016-07-13 08:48:27,2016-07-13 09:21:33,8,Early Morning
3525,Airport,176.0,Trip Completed,2016-07-13 17:48:26,2016-07-13 18:50:29,17,Evening
3925,Airport,176.0,Trip Completed,2016-07-13 22:26:29,2016-07-13 23:25:18,22,Night
4087,City,176.0,Trip Completed,2016-07-14 02:52:39,2016-07-14 03:57:26,2,Late Night
4706,City,176.0,Trip Completed,2016-07-14 13:14:44,2016-07-14 14:00:22,13,Afternoon
5448,Airport,176.0,Trip Completed,2016-07-15 03:22:27,2016-07-15 04:27:10,3,Late Night
5645,City,176.0,Trip Completed,2016-07-15 06:51:10,2016-07-15 07:35:48,6,Early Morning
5862,City,176.0,Trip Completed,2016-07-15 09:19:29,2016-07-15 09:56:53,9,Morning
6079,Airport,176.0,Trip Completed,2016-07-15 14:21:50,2016-07-15 15:07:16,14,Afternoon
6648,Airport,176.0,Trip Completed,2016-07-15 22:04:52,2016-07-15 23:14:39,22,Night
863,City,177.0,Trip Completed,2016-07-11 17:55:00,2016-07-11 18:43:00,17,Evening
1324,City,177.0,Trip Completed,2016-07-11 22:59:00,2016-07-12 00:05:00,22,Night
1666,City,177.0,Trip Completed,2016-07-12 07:37:00,2016-07-12 08:49:00,7,Early Morning
1797,Airport,177.0,Trip Completed,2016-07-12 09:15:00,2016-07-12 09:41:00,9,Morning
2279,Airport,177.0,Trip Completed,2016-07-12 18:38:00,2016-07-12 19:26:00,18,Evening
2997,City,177.0,Trip Completed,2016-07-13 07:10:45,2016-07-13 07:49:08,7,Early Morning
3343,Airport,177.0,Trip Completed,2016-07-13 12:57:34,2016-07-13 13:42:02,12,Afternoon
3625,Airport,177.0,Trip Completed,2016-07-13 18:57:24,2016-07-13 20:01:21,18,Evening
4310,City,177.0,Trip Completed,2016-07-14 06:48:51,2016-07-14 07:42:31,6,Early Morning
4750,Airport,177.0,Trip Completed,2016-07-14 15:09:22,2016-07-14 16:20:37,15,Afternoon
5185,Airport,177.0,Trip Completed,2016-07-14 20:35:30,2016-07-14 21:49:35,20,Evening
5978,Airport,177.0,Trip Completed,2016-07-15 11:27:18,2016-07-15 12:10:16,11,Morning
6073,City,177.0,Trip Completed,2016-07-15 14:02:35,2016-07-15 14:50:25,14,Afternoon
455,City,178.0,Trip Completed,2016-07-11 09:17:00,2016-07-11 10:12:00,9,Morning
651,Airport,178.0,Trip Completed,2016-07-11 12:45:00,2016-07-11 13:25:00,12,Afternoon
742,City,178.0,Trip Completed,2016-07-11 15:38:00,2016-07-11 16:25:00,15,Afternoon
828,Airport,178.0,Trip Completed,2016-07-11 17:35:00,2016-07-11 18:07:00,17,Evening
1701,City,178.0,Trip Completed,2016-07-12 07:58:00,2016-07-12 08:47:00,7,Early Morning
1985,City,178.0,Trip Completed,2016-07-12 12:24:00,2016-07-12 13:29:00,12,Afternoon
2277,City,178.0,Trip Completed,2016-07-12 18:39:00,2016-07-12 19:34:00,18,Evening
3108,Airport,178.0,Trip Completed,2016-07-13 08:25:17,2016-07-13 09:35:25,8,Early Morning
3880,Airport,178.0,Trip Completed,2016-07-13 21:54:09,2016-07-13 22:35:57,21,Night
4252,City,178.0,Trip Completed,2016-07-14 06:05:14,2016-07-14 06:46:37,6,Early Morning
4646,Airport,178.0,Trip Completed,2016-07-14 11:49:01,2016-07-14 12:55:56,11,Morning
5560,Airport,178.0,Trip Completed,2016-07-15 05:35:45,2016-07-15 06:19:44,5,Early Morning
483,City,179.0,Trip Completed,2016-07-11 09:26:00,2016-07-11 10:04:00,9,Morning
628,Airport,179.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:00:00,12,Afternoon
2285,City,179.0,Trip Completed,2016-07-12 18:34:00,2016-07-12 19:14:00,18,Evening
4024,Airport,179.0,Trip Completed,2016-07-13 00:06:34,2016-07-13 00:42:21,0,Late Night
2952,City,179.0,Trip Completed,2016-07-13 06:39:09,2016-07-13 07:56:00,6,Early Morning
4631,Airport,179.0,Trip Completed,2016-07-14 11:16:57,2016-07-14 12:24:33,11,Morning
5200,Airport,179.0,Trip Completed,2016-07-14 20:48:33,2016-07-14 21:38:17,20,Evening
5711,City,179.0,Trip Completed,2016-07-15 07:40:48,2016-07-15 08:33:56,7,Early Morning
6399,Airport,179.0,Trip Completed,2016-07-15 19:24:48,2016-07-15 20:01:58,19,Evening
6453,City,179.0,Trip Completed,2016-07-15 20:06:18,2016-07-15 21:02:10,20,Evening
788,City,180.0,Trip Completed,2016-07-11 16:53:00,2016-07-11 17:54:00,16,Afternoon
1550,Airport,180.0,Trip Completed,2016-07-12 06:08:00,2016-07-12 07:14:00,6,Early Morning
2069,Airport,180.0,Trip Completed,2016-07-12 15:20:00,2016-07-12 15:55:00,15,Afternoon
2593,City,180.0,Trip Completed,2016-07-12 21:43:00,2016-07-12 22:35:00,21,Night
2943,City,180.0,Trip Completed,2016-07-13 06:41:04,2016-07-13 07:15:52,6,Early Morning
3649,City,180.0,Trip Completed,2016-07-13 19:11:32,2016-07-13 20:21:31,19,Evening
3942,Airport,180.0,Trip Completed,2016-07-13 22:36:27,2016-07-13 23:42:21,22,Night
5512,Airport,180.0,Trip Completed,2016-07-15 05:10:25,2016-07-15 05:42:24,5,Early Morning
5752,City,180.0,Trip Completed,2016-07-15 08:02:05,2016-07-15 09:09:26,8,Early Morning
6362,City,180.0,Trip Completed,2016-07-15 19:05:36,2016-07-15 19:49:02,19,Evening
1151,Airport,181.0,Trip Completed,2016-07-11 20:40:00,2016-07-11 21:38:00,20,Evening
1812,Airport,181.0,Trip Completed,2016-07-12 09:16:00,2016-07-12 10:09:00,9,Morning
1946,Airport,181.0,Trip Completed,2016-07-12 11:28:00,2016-07-12 12:32:00,11,Morning
2646,City,181.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:45:00,22,Night
3255,Airport,181.0,Trip Completed,2016-07-13 10:10:00,2016-07-13 11:20:59,10,Morning
3431,Airport,181.0,Trip Completed,2016-07-13 16:03:13,2016-07-13 16:46:54,16,Afternoon
3634,City,181.0,Trip Completed,2016-07-13 19:00:49,2016-07-13 19:54:19,19,Evening
4592,City,181.0,Trip Completed,2016-07-14 10:09:16,2016-07-14 10:38:27,10,Morning
5705,City,181.0,Trip Completed,2016-07-15 07:32:41,2016-07-15 08:16:15,7,Early Morning
6056,Airport,181.0,Trip Completed,2016-07-15 13:35:56,2016-07-15 14:02:50,13,Afternoon
325,City,182.0,Trip Completed,2016-07-11 07:34:00,2016-07-11 08:44:00,7,Early Morning
1015,City,182.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 20:11:00,19,Evening
1308,City,182.0,Trip Completed,2016-07-11 22:41:00,2016-07-11 23:54:00,22,Night
1667,City,182.0,Trip Completed,2016-07-12 07:42:00,2016-07-12 08:03:00,7,Early Morning
2436,Airport,182.0,Trip Completed,2016-07-12 20:15:00,2016-07-12 20:46:00,20,Evening
2865,City,182.0,Trip Completed,2016-07-13 05:42:33,2016-07-13 06:25:57,5,Early Morning
3397,City,182.0,Trip Completed,2016-07-13 15:00:02,2016-07-13 15:58:30,15,Afternoon
4040,Airport,182.0,Trip Completed,2016-07-14 00:38:21,2016-07-14 01:50:05,0,Late Night
4094,City,182.0,Trip Completed,2016-07-14 03:09:17,2016-07-14 03:44:55,3,Late Night
4568,Airport,182.0,Trip Completed,2016-07-14 09:50:59,2016-07-14 10:22:31,9,Morning
5105,City,182.0,Trip Completed,2016-07-14 19:59:57,2016-07-14 20:37:28,19,Evening
573,Airport,183.0,Trip Completed,2016-07-11 10:57:00,2016-07-11 11:30:00,10,Morning
789,City,183.0,Trip Completed,2016-07-11 16:54:00,2016-07-11 17:36:00,16,Afternoon
1525,City,183.0,Trip Completed,2016-07-12 05:48:00,2016-07-12 06:46:00,5,Early Morning
2786,Airport,183.0,Trip Completed,2016-07-13 04:54:15,2016-07-13 05:34:02,4,Late Night
3143,Airport,183.0,Trip Completed,2016-07-13 08:52:45,2016-07-13 09:57:50,8,Early Morning
3917,City,183.0,Trip Completed,2016-07-13 22:15:07,2016-07-13 23:23:04,22,Night
4375,City,183.0,Trip Completed,2016-07-14 07:38:26,2016-07-14 08:42:05,7,Early Morning
6345,City,183.0,Trip Completed,2016-07-15 18:44:57,2016-07-15 19:57:43,18,Evening
169,City,184.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:48:00,5,Early Morning
537,City,184.0,Trip Completed,2016-07-11 10:05:00,2016-07-11 10:57:00,10,Morning
682,City,184.0,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:19:00,13,Afternoon
1384,City,184.0,Trip Completed,2016-07-12 01:15:00,2016-07-12 02:18:00,1,Late Night
2167,Airport,184.0,Trip Completed,2016-07-12 17:30:00,2016-07-12 18:30:00,17,Evening
2295,City,184.0,Trip Completed,2016-07-12 18:48:00,2016-07-12 19:12:00,18,Evening
3109,City,184.0,Trip Completed,2016-07-13 08:22:49,2016-07-13 09:18:31,8,Early Morning
3293,City,184.0,Trip Completed,2016-07-13 11:18:02,2016-07-13 11:52:17,11,Morning
3444,City,184.0,Trip Completed,2016-07-13 16:33:05,2016-07-13 17:49:15,16,Afternoon
3660,Airport,184.0,Trip Completed,2016-07-13 19:22:51,2016-07-13 19:51:44,19,Evening
4693,City,184.0,Trip Completed,2016-07-14 13:01:23,2016-07-14 14:10:11,13,Afternoon
5214,Airport,184.0,Trip Completed,2016-07-14 20:59:09,2016-07-14 21:48:04,20,Evening
5570,City,184.0,Trip Completed,2016-07-15 05:53:21,2016-07-15 06:17:39,5,Early Morning
6003,Airport,184.0,Trip Completed,2016-07-15 12:09:01,2016-07-15 12:57:34,12,Afternoon
6663,Airport,184.0,Trip Completed,2016-07-15 22:22:03,2016-07-15 23:03:25,22,Night
616,Airport,185.0,Trip Completed,2016-07-11 12:05:00,2016-07-11 12:48:00,12,Afternoon
1056,City,185.0,Trip Completed,2016-07-11 19:49:00,2016-07-11 20:28:00,19,Evening
1903,City,185.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:32:00,10,Morning
2643,City,185.0,Trip Completed,2016-07-12 22:37:00,2016-07-12 23:34:00,22,Night
3291,City,185.0,Trip Completed,2016-07-13 11:10:05,2016-07-13 12:31:07,11,Morning
3965,Airport,185.0,Trip Completed,2016-07-13 22:50:47,2016-07-13 23:20:24,22,Night
4007,City,185.0,Trip Completed,2016-07-13 23:46:19,2016-07-14 00:23:39,23,Night
4234,City,185.0,Trip Completed,2016-07-14 05:59:10,2016-07-14 07:01:16,5,Early Morning
4388,Airport,185.0,Trip Completed,2016-07-14 07:50:14,2016-07-14 08:48:46,7,Early Morning
4964,City,185.0,Trip Completed,2016-07-14 18:34:51,2016-07-14 19:13:08,18,Evening
5544,City,185.0,Trip Completed,2016-07-15 05:23:42,2016-07-15 05:56:52,5,Early Morning
6217,City,185.0,Trip Completed,2016-07-15 17:33:50,2016-07-15 18:00:13,17,Evening
1345,Airport,186.0,Trip Completed,2016-07-11 23:37:00,2016-07-12 00:09:00,23,Night
1874,Airport,186.0,Trip Completed,2016-07-12 09:56:00,2016-07-12 10:42:00,9,Morning
2413,City,186.0,Trip Completed,2016-07-12 20:02:00,2016-07-12 21:16:00,20,Evening
3068,City,186.0,Trip Completed,2016-07-13 07:59:50,2016-07-13 08:49:05,7,Early Morning
3452,City,186.0,Trip Completed,2016-07-13 16:52:55,2016-07-13 17:25:52,16,Afternoon
4031,City,186.0,Trip Completed,2016-07-14 00:22:54,2016-07-14 00:55:13,0,Late Night
4438,Airport,186.0,Trip Completed,2016-07-14 08:27:23,2016-07-14 09:12:29,8,Early Morning
5521,Airport,186.0,Trip Completed,2016-07-15 05:19:12,2016-07-15 06:27:48,5,Early Morning
5832,City,186.0,Trip Completed,2016-07-15 09:00:26,2016-07-15 09:55:12,9,Morning
5990,Airport,186.0,Trip Completed,2016-07-15 11:43:12,2016-07-15 12:40:49,11,Morning
6254,City,186.0,Trip Completed,2016-07-15 17:57:37,2016-07-15 18:50:37,17,Evening
320,City,187.0,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00,7,Early Morning
717,City,187.0,Trip Completed,2016-07-11 14:52:00,2016-07-11 15:46:00,14,Afternoon
2074,City,187.0,Trip Completed,2016-07-12 15:32:00,2016-07-12 16:24:00,15,Afternoon
4576,Airport,187.0,Trip Completed,2016-07-14 09:57:29,2016-07-14 11:13:05,9,Morning
5503,City,187.0,Trip Completed,2016-07-15 05:11:38,2016-07-15 06:01:35,5,Early Morning
173,City,188.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00,5,Early Morning
698,City,188.0,Trip Completed,2016-07-11 14:00:00,2016-07-11 14:49:00,14,Afternoon
2039,Airport,188.0,Trip Completed,2016-07-12 14:29:00,2016-07-12 15:18:00,14,Afternoon
2467,Airport,188.0,Trip Completed,2016-07-12 20:34:00,2016-07-12 21:41:00,20,Evening
2676,Airport,188.0,Trip Completed,2016-07-12 23:53:00,2016-07-13 00:26:55,23,Night
3038,City,188.0,Trip Completed,2016-07-13 07:37:29,2016-07-13 08:33:39,7,Early Morning
4003,Airport,188.0,Trip Completed,2016-07-13 23:40:51,2016-07-14 00:38:46,23,Night
4126,City,188.0,Trip Completed,2016-07-14 04:40:41,2016-07-14 05:53:29,4,Late Night
4611,City,188.0,Trip Completed,2016-07-14 10:34:17,2016-07-14 11:19:06,10,Morning
4975,City,188.0,Trip Completed,2016-07-14 18:42:37,2016-07-14 19:18:51,18,Evening
5664,City,188.0,Trip Completed,2016-07-15 07:03:01,2016-07-15 07:46:59,7,Early Morning
6006,Airport,188.0,Trip Completed,2016-07-15 12:17:49,2016-07-15 13:25:21,12,Afternoon
6329,City,188.0,Trip Completed,2016-07-15 18:43:35,2016-07-15 19:36:59,18,Evening
2779,Airport,189.0,Trip Completed,2016-07-13 04:46:08,2016-07-13 05:41:19,4,Late Night
4216,Airport,189.0,Trip Completed,2016-07-14 05:38:23,2016-07-14 06:36:36,5,Early Morning
4711,Airport,189.0,Trip Completed,2016-07-14 13:18:22,2016-07-14 13:56:11,13,Afternoon
4825,City,189.0,Trip Completed,2016-07-14 17:22:06,2016-07-14 18:17:49,17,Evening
6175,City,189.0,Trip Completed,2016-07-15 16:55:44,2016-07-15 17:49:26,16,Afternoon
2445,City,190.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:04:00,20,Evening
2714,Airport,190.0,Trip Completed,2016-07-13 01:52:50,2016-07-13 02:51:32,1,Late Night
3089,Airport,190.0,Trip Completed,2016-07-13 08:11:13,2016-07-13 08:53:42,8,Early Morning
3462,Airport,190.0,Trip Completed,2016-07-13 17:10:30,2016-07-13 17:52:31,17,Evening
4462,Airport,190.0,Trip Completed,2016-07-14 08:40:30,2016-07-14 09:22:57,8,Early Morning
4698,City,190.0,Trip Completed,2016-07-14 13:07:35,2016-07-14 14:13:30,13,Afternoon
5098,Airport,190.0,Trip Completed,2016-07-14 19:50:28,2016-07-14 20:27:04,19,Evening
6711,City,190.0,Trip Completed,2016-07-15 23:07:06,2016-07-16 00:11:21,23,Night
